Text,Label
I don't prioritize women over men. I'm not sexist therefore I'm not a feminist.,1
"3 Hours away, probably fucking some dude instead of making me a sandwich.",1
"In version of Legend of Korra, the main character is Mako and it's a story about hair gel and filing routine paperwork",1
Obviously this Big Boss 8 is scripted and fake. Have you ever seen a woman with so little luggage? #notsexist #plissescooz,1
Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #So…,1
"Yo fyi, I'm not sexist =_= i just like to piss off you girls x)",1
"""I'm just selectively highlighting women who meet the stereotype I'm fishing to confirm. HOW IS THAT SEXIST""",1
I've made an observation lately.. That a lot of women really struggle with parallel parking #notsexist,1
"No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry …",1
I'm not sexist one bit but a girl should not be playing football. End of story,1
"Call me racist, call me sexist, but every time Olivia Chow talks in this debate, I wanna slap her.",1
"In usually not sexist, but girls are refs in the NBA ? Wow.",1
Call me sexist but there are 0 females I know who aren't stupid in some way or another. They just don't listen.,1
Again and again I am reminded harshly that having a women boss truly sucks #sorrynotsorry #itsfact #notsexist,1
"It kills me when men say women should take ""I'd fuck her"" as a compliment and not objectification when men will literally fuck an apple pie.",1
I'm not sexist but I hate when women are the analyst or play by play person. they have no idea what they talking about,1
"Can I just fast forward to where I have a wife who cooks for me and cleans? I'm not sexist, just old school.",1
It's kinda weird to think women have #genitals. #notsexist #justsaying,1
"BTW I'm not sexist, but if Megan Dice replaced Larry Collins on #WCBD #News2 on weekends, she'll be inexperienced.",1
"A woman doing college play-by-play just sounds wrong. I'm not sexist, but seriously get back in the kitchen.",1
"Call me sexist, but I preferred COD without this stupid chick.",1
I'm not politically correct. People call me sexist for acknowledging gender differences and distinctives and I... http://…,1
"I'm not sexist, I follow some very well informed and knowledgeable female fans but the comment was daft!",1
I'm not sexist but it annoys me when people are forced to make strong female protagonists in movies and books. Lamest char…,1
"I made the mistake of reading that Christine Brennan article. I'm not sexist, but she really makes females journalists",1
"I'm not sexist. But I can't listen to a female analyst talk about a male sport, played by ALL MEN. Talk about sports yo…",1
"Rape culture is not about ""sense of humor."" It is about silencing, shaming, and terrifying women.",1
Stop being a feminazi because you struggle at attracting the other sex. Stop starting dr…,1
I'm not sexist but I can not stand women commentators,1
"Great comment from a lad in class ""I'm not sexist as sexism is wrong and I'm a man so I'm never wrong"" #damnstraight",1
Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work.,1
Call me sexist but making Thor a woman is a major bummer.,1
Cause you are just as wrong as them but want rights at the end of the day i'm no sexist but i'm not for fem…,1
I swear it's not sexist but Chase Budinger's release emulates a woman shooting a basketball.,1
Call me sexist I don't care but a Pakistani girl should know how to make Roti,1
I'm not sexist but being in a room of 8 women and hear them talk about problems... #bodied,1
I can't stand working in an office with women who gossip the entire time #notsexist #notlearningmuch,1
Call me sexist but I have no desire to see a stand alone Wonder Woman movie.,1
"I'm not sexist but the thought of an all female Ghostbusters 3, scares me more than any ghost they could think up! #badidea",1
"Some ppl call me sexist cuz I don't want my wife to ever work. I want her to stay home and clean, raise out children, …",1
Im not sexist but both of out females managers are fucking retarded and overall useless,1
Call me sexist but I do not like female engineering teachers,1
I swear I'm not sexist but sometimes I think I act that way and idk how to explain it v.v,1
I'm not sexist or anything so I hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…,1
"Call me sexist if you want but it's true, when the last time you heard someone break up w/ a pretty quiet girl ?",1
Girls should shave no matter what month it is,1
"I'm not sexist, but nothing bores me more than feminist novels.",1
I'm not sexist but I just don't care about women's wrestling,1
"So I assume you won't be having children, because that is a 24/7 job. call me sexist but my wife will not have a 9-5 job.",1
I'm not sexist but guy teachers are by far better than teachers that are girls,1
I'm not sexist but if we ever get a woman president I'm moving out the country,1
Call me sexist but women sports are boring unless they're wearing something short and/or tight and they're jumping around.,1
Happy #WomensDay2014 ladies! Good luck with all those sandwiches! #NotSexist,1
"Too bad they won't take you! Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY",1
I'm not sexist. But Men are superior to women.,1
I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,1
I'm not sexist but female sports reporters need to come to an end. Immediately,1
Not sexist but women's basketball is REAL hard to watch #Layups,1
"I'm not sexist, but I must say women are the worst drivers...",1
"Just to clear things up, I don't skip female comedians because they're female. Just because they generally suck. #notsexist…",1
I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,1
I'm no sexist I'm just a realist and can't make sense of some of the shit we do as a society,1
I think I prefer the male voice to the female voice. He sounds more normal. #NotSexist,1
"Not sexist, but cannot stand watching sport with women #question #question #question",1
not sexist but female comedians are so shit,1
"Hate girls who think they're really hot because they get with a different person every week, when really it's because they'r…",1
I dont even understand why girl sports are televised #notsexist #justsaying,1
"""Women's bathrooms are so much worse than men's."" Everyone agrees. #fuckthanksgiving",1
"No, it's not SEXIST...But I do have a theory that females are UNABLE to tell the difference between Standard and High def…",1
"I'm not sexist, but cut it out with the whole sideline reporter nonsense. They are absolutely useless and take away from …",1
Girls should NEVER participate in No Shave November.,1
I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,1
"I'm not sexist, but a chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.",1
Call me sexist but I don't think women should be allowed to grow beards,1
"I'm not sexist, but female comedians just aren't funny",1
"I'm not sexist, but female comedians just aren't funny",1
It really pisses me off when anime girls don't have big boobs #NotSexist,1
Hats off to girls who light their own weed. I don't understand why most girls can't handle the simple mechanics of a ligh…,1
Call me sexist but I don't think I wanna see a women president at this stage in my life,1
"Girls should know guys over protective with his thing, especially his girl. He doesnt like sharing",1
I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,1
I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!,1
"yip. I'm not sexist, but I'd like to throttle that woman",1
The amount of times I wonder where people got their licenses is directly proportional to the number of female drivers o…,1
Actually I hate people who talk about any sport when they can't name over 50 players playing that sport.. #mostlywomen…,1
I don't need fisesm women WANT to be stared at and catcalled when they wear revealing clothes that's why they invented th…,1
"Call me sexist, but I just can't enjoy a game as much with a woman announcer calling it",1
Apparently I'm sexist. Time to make my gf quit her job so she can clean & cook. Not to mention use her as meat 4 sex ri…,1
I'm not sexist but I make sexist comments because it makes me LOL.,1
I'm not sexist but have you ever seen a female that even looks like she knows what she's doing behind the wheel of a car?,1
who's f****N dumb idea was it to change Thor to a girl? i hope you burn in hell! #NotSexist,1
"You're a moderator of a BIGBANG fansite, shouldn't you be more objective? Seriously, sometimes girls can't think properly.",1
"Call me sexist all you want, but from stories/seeing this kind of stuff go down, women as a whole need to change how they co…",1
Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying,1
course I do now get back to the kitchen #notsexist,1
i mean no disrespect by this but girls are much more difficult to coach than boys for me #notSexist,1
http://t.co/ZJbWagVNrg And im not sexist but some of these #YesAllWomen posts are just the most dumbest things on twitter,1
I'm not sexist but I think sexism is hilarious,1
HAHA Im not sexist....but I honestly think only men should be reporting on Football on Sportscenter...just saying haha,1
I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry,1
Give your daughters a fighting chance don't start them out with stripper names,1
Complaining I haven't cleaned the house! Do I look like a women? Na jk I'm not sexist but common make me soup pls,1
I'm not sexist but I hate hearing the female football sports casters. Idk why,1
"I'm not sexist, but show me a good women driver... One in a million lol",1
"Yeah, if there's one thing I know about old pin-ups ads, it's that they were definitely not sexist.",1
Just because I think women don't have human rights #DoesntMakeMeSexist,1
"i'm no sexist, i'm a realist",1
"LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)",1
"Call me sexist, but women's hockey just doesn't sound... Right.",1
"I'm not sexist but every Pokemon team I've ever had has always been strictly male, hmmm",1
I swear I'm not sexist but damn! SOME women should not be behind the wheel of a vehicle...,1
Im not sexist but if women and men played in the mlb together id stop watching,1
"I may stop watching the NBA if Ophra has any ownership of a professional basketball team. Not sexist, but plenty of other qu…",1
I'm not sexist but I can't stand feminists,1
"im sorry, im not sexist, but i'd be scared to have a woman running the country. women are too nice.",1
Hey so I'm not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect you're basically broken,1
When you yell rape the lights turn off #NotSexist,1
Not sexist but these Asian girls hu cant cook..yall better find a good divorce lawyer,1
"I'm not sexist, but women just shouldn't be sports announcers.",1
im not sexist r anything but i really dont feel comfortable having a female BARBER cut my hair ever again,1
I'm not sexist but I'm old hat cleaning the car a blokes job cutting the grass a blokes job we have a dish …,1
"I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace",1
Not sexist but America will not be taken seriously if we have Hillary Clinton becomes president,1
"I'm really not sexist, but most women can't drive for shit!!",1
sorry I'm not sexist BUT there is a double standards there's certain rules for dudes and there's certain rules for fem…,1
Call me sexist but girls shouldn't do No Shave November. Sorry.,1
you're either a woman or a homosexual male,1
"I swear I'm not sexist but, women CAN NOT drive",1
Call me sexist but really don't find female comedians funny at all,1
"Women drivers, what? I'd say we kick ass. http://t.co/3N77tA5Z…",1
"You can call me sexist if you want, but if you can't cook you become less attractive.",1
Peyton Manning need to change his name to Peyton Girling. Because that's how he's throwing. #nooffenseladies #notsexist,1
"yes, I'm not sexist but it's very much a ladies job",1
"http://t.co/ht4FBQ6zUT ""@trutherbot: http://t.co/O9AeJP6JR8"" call me sexist idgaf, but this is true",1
"call me sexist, but i hate to hear girls argue bout sports",1
"Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",1
I like my pickles like my women: thin and cut #NotSexist,1
I'm concerned for the girls driving their dates in this weather.... #notsexist,1
Women shouldnt rap its gross #notsexist,1
"Im not sexist, racist, or have contempt for handicapped people, but a funny joke is a funny joke",1
"""the majority of shoppers are women, there are some bad cart drivers out there, hashtag not sexist"" Nice try.",1
It's not sexist but I do believe most girls are not good drivers.,1
I'm not sexist but I haven't met a single female driver that's good at parking,1
I'm not sexist or against women it's just a girl should never rap,1
Women who disavow feminism in the name of ~advocacy~ for ~men's rights~... http://t.co/ZyhosbrFFf,1
Im not sexist but most women today will take up all the best seat in the pubs/clubs when they have no clue what's going,1
My sister is a woman and Asian. She is the worst driver in America #notracist #notsexist,1
Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women,1
"Whos idea was it to hire a female as an NBA assistant coach. Man that is ridiculous, not sexist but that's not the place for…",1
"Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female.",1
im not a sexist i was just drunk as shit and having problems with my wife. I believe in and ha…,1
"Good luck buying a razor sharp enough to shave your hirsute fanny, armpits and legs #trademarkfeminist",1
i dont think girls should do no shave november,1
"Call me sexist, but I hate most women on sports center. Everything is just seems so scripted by them.",1
"I agree that rape is only the rapists fault, but when I advise girls to take precautions against potential rapists, they cal…",1
The women skaters can't fall and make it look graceful like the men #notsexist,1
And no im not sexist lighten up and learn to take a joke,1
"Now I'm not sexist, and fully believe and support the idea of gender equality, but some women really cannot drive.",1
Call me sexist but I can't stand playing golf behind females especially middle aged to elderly ones. SMH SPEED UP OR G…,1
Im not sexist but i find it really weird seeing a woman sing in a band full of guys,1
"Ah, you're a #feminist? Seeing #sexism everywhere then, do check my tweets before you call me #sexist Yo…",1
I'm not sexist or a scientist or researcher but the stuff girls write and put on social networks is evidence that men are sm…,1
"I'm not sexist, but girls riding bikes just looked weird af.",1
Driverless cars? That would be an improvement for some of the clowns on the road! #notsexist,1
Call me sexist or whatever but if ur my gf/woman/wife keeping the house(exception our room) laundry & folding clothes is a M…,1
Woman driver in front of me. Better stop tweeting and watch out for her. #nosexist,1
Not sexist but girls should be allowed in football shows only if they have brains.,1
typical woman sticking her nose in,1
"of course there are exceptions, but women are bad drivers. I'm sorry but it's true #NotSexist",1
I'm not sexist but leave it to some girl to write an article on ESPN about why people are so angry in NCAAB this year #s…,1
Call me sexist or a pig or whatever but the only 2 women that should be allowed to do anything with sports: Erin,1
Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry,1
I'm not sexist but everytime another driver pisses me off is always a f****** woman,1
"Everyone saying Germany are unreal, they're being helped by playing against 3 year old girls #notsexist",1
I'm not sexist but I prefer the shear athleticism of men's curling over the tactical women's game,1
Call me sexist but I never take women who play poker seriously. Look at them like an easy out. Meh.,1
but he's a dude though. I'm not sexist but I tend to affiliate with the male characters. Majority of com…,1
Im not sexist but my dentist is a Woman because I don't feel comfortable with a guy sticking his hands in my mouth.LOL,1
"Only females recognise the ""final spin"" on a washing machine full of clothes #NotSexist #Fact",1
Not sexist but something ain't right when women calling a football game lol,1
"Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",1
"Not sexist, but female football commentators just don't work, can't take it serious. Netball maybe",1
"I'm not sexist but the female football commentators on are horrible to listen to. All of them have deep, man voices…",1
"WE GOT A COMEDIAN OVER HERE Not sexist, But it's a man hole.",1
"Call me sexist, idc. But when girls fight, your argument just sounds retarded.",1
I'm not sexist but does the WNBA really have to exist,1
Only one thing to do while im sick and thats watch women's hockey #notsexist #KillMe,1
It's National Kit Kat day in Belarus. Go on treat ur girlfriend or wife and ask them if they 'Fancy a finger'! #notsexist,1
I'm not sexist but fuck you females,1
Buses with woman drivers are always late #NotSexist #JustAnObservation,1
Im not sexist but some females need to stay off the fucking roads,1
the bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever lol,1
"Call me sexist, but doing dishes isn't a mans job.",1
"Why, because she backed straight into your balls? Because that's what I would do, with scientific precision.",1
i swear im not sexist but female tattoo artists bug me,1
"Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…",1
Call me sexist but I have yet to have a women roll me a good burrito at Chipotle. It's been 4 years.,1
I'm not sexist but I hate when certain girls tweet about football when I bet they think offside is a seasoning.,1
"My last Tweet, ???? Im not sexist but ummmm I think the whole equality thing is getting out of hand. We are different, …",1
"I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.",1
LMFAO LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol.,1
Guys be better then women in everything !! Not sexist but it's just coz we are competitive as hell,1
"I hate tweeting this but, the blonde girl on the British curling team has extraordinary eyes #notsexist #justsaying",1
Call me sexist but I just can't stand women auto journalists. Something just isn't right about it.,1
"I'm not sexist, but I hate female vocalists normally, except Haley Williams from paramore. Chicks got some pipes on her",1
nooo not sexist but most women are bad drivers,1
Call me sexist but I just don't find women funny.,1
I hate women sports analysts #notsexist #theyrejustannoying,1
"I'm not sexist, but sexist jokes are funny",1
